job title,covered skills,missing skills,intersecting course skills,gt label
Amex_Software_Engineer,"['C++', 'Communication', 'Databases', 'Git', 'Java', 'Microservices', 'Python', 'Teamwork']","['Analytical skills', 'CICD pipelines', 'Caching Strategies', 'CircleCI', 'Cloud Technology', 'Cloud computing', 'CloudOps', 'Collaboration', 'Containerization', 'Controller (mvc)', 'Data management', 'Database management', 'DevOps', 'ECS', 'EKS', 'Extract', 'GitHub Actions', 'Golang', 'Innovation', 'JavaScript', 'Jenkins', 'Kotlin', 'Kubernetes', 'Load (ETL)', 'MemSQL', 'Model', 'MySQL', 'NoSQL', 'OOP/Func Paradigms', 'PostgreSQL', 'Programming', 'Quality Commitment', 'Runtimes', 'SQL', 'SecOps', 'Site Reliability Engineering (SRE)', 'SoC', 'Software Development', 'Software Engineering', 'Strong analytical skills', 'TDD', 'Technical leadership', 'Transform', 'View', 'async/event-based', 'data pipelines']","[('CS110 - Modules', ['Databases']), ('CS150', ['Python']), ('CS162', ['Java']), ('CS164', ['Git', 'Java']), ('CS165', ['Java']), ('CS214', ['Git', 'Java']), ('CS220', ['Python']), ('CS250', ['Databases']), ('CS270', ['C++']), ('CS312', ['Databases', 'Microservices']), ('CS314', ['Git', 'Teamwork', 'Java', 'Communication', 'Databases']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.14814814814814814
Apple_SWE_Internal_Tools,"['Communication', 'Debugging', 'Python', 'Software Design', 'Teamwork', 'Unix']","['Bash', 'Build Systems', 'Build dependencies', 'Build infrastructure', 'Collaboration', 'Compute technologies', 'Critical thinking', 'Design', 'Implementation', 'Infrastructure as code (IaC)', 'Innovation', 'Logging', 'Maintaining software applications', 'Monitoring', 'Multitasking', 'Objective-C', 'Packaging Software', 'Problem Solving Skills', 'Profiling', 'Programming', 'Scripting', 'Software Compilation', 'Software Development', 'Software Solutions', 'Strong software development skills', 'SwiftUI', 'Technical leadership', 'UNIX system administration', 'macOS', 'software debugging skills', 'system monitoring tools']","[('CS150', ['Python']), ('CS164', ['Debugging']), ('CS214', ['Debugging', 'Software Design']), ('CS220', ['Python']), ('CS314', ['Teamwork', 'Communication', 'Unix']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.16216216216216217
Apple_Software_Engineer_WatchOS,[],"['Collaboration', 'Creative Solutions', 'Experience Optimization', 'Innovation', 'Inter-process Communication', 'Knowledge sharing', 'Profiling Applications', 'SwiftUI', 'System Design', 'User experience (UX)']",[],0.0
Apple_Webkit_Engineer,"['C', 'C++', 'Quality Assurance']","['AppKit', 'Bug fixing', 'CFNetwork', 'CSS', 'Collaboration', 'Compatibility', 'Compatibility Testing', 'Development', 'HTML', 'Innovation', 'Inter-process Communication', 'JavaScript', 'Objective-C', 'Performance optimization', 'Problem Solving Skills', 'Programming', 'Systems programming', 'Test cases', 'UIKit', 'Web Standards', 'Web development']","[('CS164', ['Quality Assurance']), ('CS270', ['C++', 'C'])]",0.125
Comcast_Software_Engineer_Coop,"['C++', 'Java', 'Networking', 'Project Management', 'Python', 'Quality Assurance', 'Security', 'Teamwork']","['AI/ML', 'Automation', 'Business Skills', 'Business operations', 'Cloud computing', 'Data analysis', 'Data management', 'Encryption', 'Innovation', 'Interpersonal Skills', 'Knowledge sharing', 'Mentorship', 'MongoDB', 'MySQL', 'Oracle', 'PostgreSQL', 'Product development', 'Security Protocols', 'Software Development', 'Software Engineering', 'Software Engineering Practices', 'Solution Creation', 'Test and Deployment automation', 'Version control']","[('CS110', ['Security']), ('CS150', ['Security', 'Python']), ('CS162', ['Java']), ('CS164', ['Java', 'Quality Assurance']), ('CS165', ['Java']), ('CS214', ['Java', 'Project Management']), ('CS220', ['Python']), ('CS270', ['C++']), ('CS314', ['Teamwork', 'Java', 'Networking', 'Project Management']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.25
Figma_Data_Scientist_Early_Career,"['Communication', 'Data Science', 'Documentation', 'Python', 'Teamwork']","['Analytical skills', 'Coding skills', 'Collaboration', 'Cross-functional collaboration', 'Data Engineering', 'Data structures', 'Evaluate Experiments', 'Knowledge sharing', 'Machine learning', 'Modeling', 'Problem Solving Skills', 'Statistical methods and models', 'Statistics', 'Strong communication skills', 'User behavior prediction']","[('CS150', ['Python']), ('CS214', ['Documentation']), ('CS220', ['Python']), ('CS314', ['Teamwork', 'Communication']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python']), ('CS456', ['Data Science'])]",0.25
Figma_Web_Developer,"['Debugging', 'Optimization', 'Quality Assurance', 'Security', 'Teamwork']","['A/B testing', 'Accessibility', 'Agile development', 'Backend development', 'CI/CD', 'CI/CD strategy', 'CSS', 'Cloud infrastructure', 'Code Review', 'Collaboration', 'Conversion rate optimization', 'Cross-functional collaboration', 'Database management', 'Deployment practices', 'Express', 'Gatsby', 'GraphQL', 'HTML', 'Infrastructure Development', 'JavaScript', 'Next.js', 'Node.js', 'OKR planning', 'Performance', 'Programming', 'React.js', 'Software Frameworks', 'Troubleshooting', 'TypeScript', 'User experience (UX)', 'User interface development', 'Visual QA', 'Web development', 'roadmapping']","[('CS110', ['Security']), ('CS150', ['Security']), ('CS164', ['Debugging', 'Quality Assurance']), ('CS214', ['Debugging']), ('CS314', ['Teamwork', 'Optimization'])]",0.1282051282051282
Github_Software_Engineer,"['C', 'C++', 'Communication', 'Git', 'Java', 'Prototyping', 'Python', 'Teamwork', 'Testing']","['APIs', 'Agile environment', 'Architecture Design', 'Automation', 'Azure technologies', 'C#', 'Code Review', 'Collaboration', 'Compute technologies', 'Creative Problem Solving', 'Design', 'DevOps', 'Development', 'Efficiency', 'Exploration', 'Feedback', 'GitHub', 'Golang', 'High performance', 'High-quality systems', 'Implementation', 'Innovation', 'JavaScript', 'Leadership', 'Maintainable code', 'Mentorship', 'Modeling', 'Problem Solving Skills', 'Programming', 'React.js', 'Ruby', 'Rust', 'Software Engineering', 'Strong communication skills', 'Support Applications', 'Technical leadership', 'User experience (UX)', 'Web development']","[('CS150', ['Python']), ('CS162', ['Java']), ('CS164', ['Git', 'Java', 'Testing']), ('CS165', ['Java']), ('CS214', ['Git', 'Java']), ('CS220', ['Python']), ('CS270', ['C++', 'C']), ('CS314', ['Git', 'Communication', 'Teamwork', 'Java']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python']), ('CS464', ['Prototyping'])]",0.19148936170212771
Github_Software_Engineer_2,"['C', 'C++', 'Communication', 'Git', 'Java', 'Prototyping', 'Python', 'Quality Assurance', 'Teamwork', 'Testing']","['APIs', 'Agile environment', 'Architecture Design', 'Automation', 'Autonomy', 'Azure technologies', 'Backend development', 'C#', 'Code Review', 'Collaboration', 'Compute technologies', 'Creative Problem Solving', 'Creative Solutions', 'Design', 'DevOps', 'Development', 'Feedback', 'Front-end frameworks', 'Frontend development', 'GitHub', 'Golang', 'High-quality systems', 'Implementation', 'Innovation', 'JavaScript', 'Leadership', 'Maintainable code', 'Mentorship', 'Programming', 'React.js', 'Requirements gathering', 'Ruby', 'Rust', 'Software Development', 'Software Engineering', 'Support Applications', 'Technical leadership', 'User experience (UX)']","[('CS150', ['Python']), ('CS162', ['Java']), ('CS164', ['Git', 'Java', 'Quality Assurance', 'Testing']), ('CS165', ['Java']), ('CS214', ['Git', 'Java']), ('CS220', ['Python']), ('CS270', ['C++', 'C']), ('CS314', ['Git', 'Communication', 'Teamwork', 'Java']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python']), ('CS464', ['Prototyping'])]",0.20833333333333337
Google_ML_Analyst,"['C++', 'Communication', 'Project Management', 'Python', 'Quality Assurance', 'Security', 'Teamwork']","['Analytical skills', 'Cross-functional collaboration', 'Data analysis', 'Data exploration', 'Data visualization', 'Decision making', 'Efficiency', 'Feature engineering', 'Fraud Prevention', 'Insights Drawing', 'Machine learning', 'Modeling', 'Presentation skills', 'Problem Solving Skills', 'Programming', 'Protection', 'R', 'SQL', 'Safety', 'Statistics Generation', 'Technical leadership', 'Trend Identification', 'User insights', 'User safety']","[('CS110', ['Security']), ('CS150', ['Security', 'Python']), ('CS164', ['Quality Assurance']), ('CS214', ['Project Management']), ('CS220', ['Python']), ('CS270', ['C++']), ('CS314', ['Teamwork', 'Communication', 'Project Management']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.22580645161290325
Google_ML_Engineer_Silicon,"['C', 'C++', 'Communication', 'Python', 'Research', 'Testing', 'Verification']","['AI and ML accelerators', 'AI/ML', 'Collaboration', 'Compilers', 'Compute technologies', 'Design', 'Development', 'Efficiency', 'Hardware design', 'Implementation', 'Improvement', 'Innovation', 'Machine learning', 'Performance', 'Simulation', 'SoC', 'Software Development', 'Software Engineering']","[('CS110', ['Research']), ('CS150', ['Python', 'Research']), ('CS164', ['Testing']), ('CS220', ['Python']), ('CS270', ['C++', 'C']), ('CS314', ['Communication', 'Verification']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.28
Google_Software_Engineer_Youtube_Design,"['C', 'C++', 'Communication', 'Documentation', 'Java', 'Networking', 'Python', 'Quality Assurance', 'Security', 'Testing']","['Artificial Intelligence (AI)', 'Backend development', 'CSS', 'Code Review', 'Collaboration', 'Compute technologies', 'Creative Solutions', 'Cross-functional collaboration', 'Data storage', 'Deployment', 'Design', 'Distributed computing', 'Experience with algorithms', 'Experience with data structures', 'Frontend development', 'Full stack development', 'Golang', 'HTML', 'Implementation', 'Information retrieval', 'Innovation', 'JavaScript', 'Large-scale system design', 'Maintaining software applications', 'Natural language processing (NLP)', 'Programming', 'Quality Experiences', 'Software Development', 'TypeScript', 'User Interfaces (UI)']","[('CS110', ['Security']), ('CS150', ['Security', 'Python']), ('CS162', ['Java']), ('CS164', ['Java', 'Quality Assurance', 'Testing']), ('CS165', ['Java']), ('CS214', ['Documentation', 'Java']), ('CS220', ['Python']), ('CS270', ['C++', 'C']), ('CS314', ['Communication', 'Java', 'Networking']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.25
Google_UX_Designer,"['Communication', 'Prototyping', 'Quality Assurance', 'Research']","['Collaboration', 'Content Strategy', 'Creative Solutions', 'Designing across multiple platforms', 'Experience with design tools', 'Innovation', 'Leadership', 'Product development', 'Usability Evaluation', 'User Interfaces (UI)', 'User experience (UX)', 'User interface mockups', 'User workflows', 'User-centered design', 'Web development', 'Wireframes']","[('CS110', ['Research']), ('CS150', ['Research']), ('CS164', ['Quality Assurance']), ('CS314', ['Communication']), ('CS464', ['Prototyping'])]",0.19999999999999996
HPE_AI_ML_Engineer,"['Algorithms', 'Debugging', 'Optimization', 'Teamwork', 'Testing']","['Data Quality', 'Data analysis', 'Data visualization', 'Deep learning', 'Large Scale Computing', 'Machine learning', 'Modeling', 'Software Frameworks', 'Statistical Modeling', 'Structured Data', 'System Design', 'Unstructured Data']","[('CS152', ['Algorithms']), ('CS164', ['Debugging', 'Algorithms', 'Testing']), ('CS165', ['Algorithms']), ('CS214', ['Debugging']), ('CS314', ['Teamwork', 'Optimization'])]",0.2941176470588235
HPE_Cloud_Developer,"['Prototyping', 'Teamwork']","['Cloud Technology', 'Continuous Delivery (CD)', 'Deployment', 'Design', 'DevOps', 'Efficiency', 'Innovation', 'Monitoring', 'Problem Solving Skills']","[('CS314', ['Teamwork']), ('CS464', ['Prototyping'])]",0.18181818181818177
HPE_Data_Scientist,"['Python', 'Teamwork']","['Analytical skills', 'Business operations', 'Collaboration', 'Data Integration', 'Data Validation', 'Data analysis', 'Data loading', 'Data management', 'Data preparation', 'Data visualization', 'Decision making', 'Exploratory Data Analysis (EDA)', 'Extract', 'Hypothesis Matrix', 'Load (ETL)', 'Machine learning', 'Modeling', 'Predictive Analytics', 'Problem Solving Skills', 'R', 'SPSS', 'Statistical Analysis System (SAS)', 'Statistics', 'Transform', 'User experience (UX)']","[('CS150', ['Python']), ('CS220', ['Python']), ('CS314', ['Teamwork']), ('CS320', ['Python']), ('CS345', ['Python']), ('CS445', ['Python'])]",0.07407407407407407
HPE_Electrical_Hardware_Engineer,"['Communication', 'Teamwork', 'Testing']","['Analytical skills', 'Design', 'Development', 'Evaluation', 'Problem Solving Skills', 'Product development', 'Reliability']","[('CS164', ['Testing']), ('CS314', ['Teamwork', 'Communication'])]",0.30000000000000004
HPE_Engineer,"['Communication', 'Debugging']","['Design', 'Software Development', 'Technical leadership', 'Validation']","[('CS164', ['Debugging']), ('CS214', ['Debugging']), ('CS314', ['Communication'])]",0.33333333333333337
HPE_Engineering_Program_Manager,"['Communication', 'Documentation', 'Project Management', 'Teamwork']","['Analytical skills', 'Autonomy', 'Collaboration', 'Efficiency', 'Leadership', 'Organization', 'Problem Solving Skills', 'Reporting']","[('CS214', ['Documentation', 'Project Management']), ('CS314', ['Teamwork', 'Communication', 'Project Management'])]",0.33333333333333337
HPE_Experience_Design_Engineer,"['Communication', 'Teamwork']","['Analytical skills', 'Autonomy', 'Collaboration', 'Data analysis', 'Problem Solving Skills', 'User experience (UX)']","[('CS314', ['Teamwork', 'Communication'])]",0.25
HPE_Industrial_Engineer,['Teamwork'],"['Analytical skills', 'Decision making', 'Problem Solving Skills']","[('CS314', ['Teamwork'])]",0.25
HPE_Mechanical_Engineer,"['Prototyping', 'Teamwork', 'Testing']","['Analytical skills', 'CAD Software', 'Design', 'Evaluation', 'Leadership', 'Problem Solving Skills', 'Reliability']","[('CS164', ['Testing']), ('CS314', ['Teamwork']), ('CS464', ['Prototyping'])]",0.30000000000000004
HPE_Product_Engineer,"['Quality Assurance', 'Teamwork']","['Analytical skills', 'Problem Solving Skills', 'Process improvement', 'Product development', 'Quality control']","[('CS164', ['Quality Assurance']), ('CS314', ['Teamwork'])]",0.2857142857142857
HPE_Product_Manager,"['Project Management', 'Teamwork']","['Analytical skills', 'Autonomy', 'Financial literacy', 'Forecasting', 'Innovation', 'Problem Solving Skills', 'Product development']","[('CS214', ['Project Management']), ('CS314', ['Teamwork', 'Project Management'])]",0.2222222222222222
HPE_Quality_Assurance_Engineer,"['Documentation', 'Quality Assurance', 'Teamwork']","['Analytical skills', 'Collaboration', 'Efficiency', 'Problem Solving Skills']","[('CS164', ['Quality Assurance']), ('CS214', ['Documentation']), ('CS314', ['Teamwork'])]",0.4285714285714286
HPE_Quality_Engineer,"['Communication', 'Quality Assurance', 'Teamwork', 'Testing']","['Analytical skills', 'Data analysis', 'Lean Sigma', 'Problem Solving Skills', 'Quality control', 'Six Sigma']","[('CS164', ['Quality Assurance', 'Testing']), ('CS314', ['Teamwork', 'Communication'])]",0.4
HPE_Research_Engineer,"['Research', 'Teamwork']","['Analytical skills', 'Collaboration', 'Data analysis', 'Development', 'Implementation', 'Innovation', 'Problem Solving Skills', 'Publications', 'Scientific research']","[('CS110', ['Research']), ('CS150', ['Research']), ('CS314', ['Teamwork'])]",0.18181818181818177
